epoch,lr-AdamW,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
,0.0002926829491861254,4224,,,,,,,,
12,,4249,,,,0.6171875,,1.3545453548431396,,
12,,4299,,,,0.5703125,,1.4375994205474854,,
12,,4349,,,,0.5546875,,1.4148573875427246,,
12,,4399,,,,0.5390625,,1.540398359298706,,
12,,4449,,,,0.625,,1.2962322235107422,,
12,,4499,,,,0.4765625,,1.5313715934753418,,
12,,4549,,,,0.578125,,1.3889451026916504,,
12,,4575,,,,,,,0.6115999817848206,1.3432013988494873
12,,4575,,,0.5947111248970032,,1.3823579549789429,,,
,0.00028370547536616097,4576,,,,,,,,
13,,4599,,,,0.5390625,,1.469140648841858,,
13,,4649,,,,0.609375,,1.3223191499710083,,
13,,4699,,,,0.515625,,1.4917957782745361,,
13,,4749,,,,0.6171875,,1.3305957317352295,,
13,,4799,,,,0.609375,,1.3832279443740845,,
13,,4849,,,,0.546875,,1.427595853805542,,
13,,4899,,,,0.625,,1.2890175580978394,,
13,,4927,,,,,,,0.6154000163078308,1.3285638093948364
13,,4927,,,0.61080002784729,,1.3509440422058105,,,
,0.0002714480406590546,4928,,,,,,,,
14,,4949,,,,0.6875,,1.2460132837295532,,
14,,4999,,,,0.625,,1.2799921035766602,,
14,,5049,,,,0.6171875,,1.333712100982666,,
14,,5099,,,,0.578125,,1.433321237564087,,
14,,5149,,,,0.625,,1.3462727069854736,,
14,,5199,,,,0.6015625,,1.3227144479751587,,
14,,5249,,,,0.640625,,1.3918970823287964,,
14,,5279,,,,,,,0.6299999952316284,1.297046184539795
14,,5279,,,0.6243555545806885,,1.324025273323059,,,
,0.00025621246378738883,5280,,,,,,,,
15,,5299,,,,0.6171875,,1.345524549484253,,
15,,5349,,,,0.609375,,1.3591742515563965,,
15,,5399,,,,0.6328125,,1.2637213468551636,,
15,,5449,,,,0.65625,,1.309624195098877,,
15,,5499,,,,0.609375,,1.3564118146896362,,
15,,5549,,,,0.6328125,,1.2117630243301392,,
15,,5599,,,,0.640625,,1.3695833683013916,,
15,,5631,,,,,,,0.6269999742507935,1.3079736232757568
15,,5631,,,0.6373555660247803,,1.2978572845458984,,,
,0.0002383738952177247,5632,,,,,,,,
16,,5649,,,,0.6484375,,1.3189454078674316,,
16,,5699,,,,0.625,,1.3288989067077637,,
16,,5749,,,,0.59375,,1.3473666906356812,,
16,,5799,,,,0.6640625,,1.2129273414611816,,
16,,5849,,,,0.484375,,1.582608699798584,,
16,,5899,,,,0.6171875,,1.285679578781128,,
16,,5949,,,,0.640625,,1.266981840133667,,
16,,5983,,,,,,,0.6521999835968018,1.2486047744750977
16,,5983,,,0.6443111300468445,,1.2781262397766113,,,
,0.0002183715797110622,5984,,,,,,,,
17,,5999,,,,0.5546875,,1.430551290512085,,
17,,6049,,,,0.7109375,,1.1732697486877441,,
17,,6099,,,,0.65625,,1.2551114559173584,,
17,,6149,,,,0.6640625,,1.277107834815979,,
17,,6199,,,,0.6484375,,1.2328550815582275,,
17,,6249,,,,0.6640625,,1.3236225843429565,,
17,,6299,,,,0.65625,,1.2428176403045654,,
17,,6335,,,,,,,0.6564000248908997,1.2485127449035645
17,,6335,,,0.6575555801391602,,1.253711462020874,,,
,0.0001966980406590546,6336,,,,,,,,
18,,6349,,,,0.6484375,,1.2406736612319946,,
18,,6399,,,,0.6953125,,1.180004358291626,,
18,,6449,,,,0.5703125,,1.2760361433029175,,
18,,6499,,,,0.6640625,,1.2221494913101196,,
18,,6549,,,,0.7734375,,1.0411276817321777,,
18,,6599,,,,0.6953125,,1.240342617034912,,
18,,6649,,,,0.5703125,,1.454586148262024,,
18,,6687,,,,,,,0.6794000267982483,1.2162110805511475
18,,6687,,,0.667888879776001,,1.2299168109893799,,,
,0.00017388695252351449,6688,,,,,,,,
19,,6699,,,,0.671875,,1.284440517425537,,
19,,6749,,,,0.640625,,1.3429768085479736,,
19,,6799,,,,0.6171875,,1.3763384819030762,,
19,,6849,,,,0.6640625,,1.2087740898132324,,
19,,6899,,,,0.8125,,1.007580041885376,,
19,,6949,,,,0.7109375,,1.1813669204711914,,
19,,6999,,,,0.609375,,1.3236215114593506,,
19,,7039,,,,,,,0.6844000220298767,1.1865339279174805
19,,7039,,,0.6747555732727051,,1.2124072313308716,,,
,0.00015049999999999997,7040,,,,,,,,
20,,7049,,,,0.703125,,1.220650553703308,,
20,,7099,,,,0.7734375,,1.0665216445922852,,
20,,7149,,,,0.7265625,,1.1164469718933105,,
20,,7199,,,,0.6484375,,1.253100037574768,,
20,,7249,,,,0.59375,,1.2424288988113403,,
20,,7299,,,,0.6875,,1.160853624343872,,
20,,7349,,,,0.703125,,1.1682977676391602,,
20,,7391,,,,,,,0.6913999915122986,1.1747304201126099
20,,7391,,,0.6832888722419739,,1.1963783502578735,,,
,0.00012711304747648549,7392,,,,,,,,
21,,7399,,,,0.625,,1.2187483310699463,,
21,,7449,,,,0.71875,,1.1277024745941162,,
21,,7499,,,,0.6953125,,1.1718357801437378,,
21,,7549,,,,0.671875,,1.153795838356018,,
21,,7599,,,,0.65625,,1.2879198789596558,,
21,,7649,,,,0.6875,,1.2223284244537354,,
21,,7699,,,,0.6953125,,1.0996429920196533,,
21,,7743,,,,,,,0.6952000260353088,1.1689635515213013
21,,7743,,,0.695111095905304,,1.1732507944107056,,,
,0.00010430195934094535,7744,,,,,,,,
22,,7749,,,,0.7265625,,1.1784067153930664,,
22,,7799,,,,0.703125,,1.1663031578063965,,
22,,7849,,,,0.71875,,1.147040605545044,,
22,,7899,,,,0.6953125,,1.150527834892273,,
22,,7949,,,,0.703125,,1.1389282941818237,,
22,,7999,,,,0.6484375,,1.2251354455947876,,
22,,8049,,,,0.8046875,,1.0190746784210205,,
22,,8095,,,,,,,0.7024000287055969,1.1454179286956787
22,,8095,,,0.7041555643081665,,1.1552624702453613,,,
,8.262842028893775e-05,8096,,,,,,,,
23,,8099,,,,0.703125,,1.1957114934921265,,
23,,8149,,,,0.6640625,,1.1703734397888184,,
23,,8199,,,,0.71875,,1.1249961853027344,,
23,,8249,,,,0.78125,,1.0001952648162842,,
23,,8299,,,,0.6328125,,1.214669942855835,,
23,,8349,,,,0.765625,,1.0161354541778564,,
23,,8399,,,,0.6953125,,1.0898874998092651,,
23,,8447,,,,,,,0.7111999988555908,1.1277037858963013
23,,8447,,,0.7117999792098999,,1.1375772953033447,,,
,6.262610478227527e-05,8448,,,,,,,,
24,,8449,,,,0.7265625,,1.0759341716766357,,
24,,8499,,,,0.71875,,1.1347661018371582,,
24,,8549,,,,0.71875,,1.126663088798523,,
24,,8599,,,,0.6328125,,1.1807136535644531,,
24,,8649,,,,0.6953125,,1.158125877380371,,
24,,8699,,,,0.734375,,1.0834193229675293,,
24,,8749,,,,0.765625,,1.0288434028625488,,
24,,8799,,,,0.7361111044883728,,1.129265546798706,,
24,,8799,,,,,,,0.7139999866485596,1.1189243793487549
24,,8799,,,0.7234888672828674,,1.11665940284729,,,
,4.478753621261114e-05,8800,,,,,,,,
25,,8849,,,,0.6796875,,1.1783157587051392,,
25,,8899,,,,0.7109375,,1.0961031913757324,,
25,,8949,,,,0.71875,,1.0966126918792725,,
25,,8999,,,,0.75,,1.143983244895935,,
25,,9049,,,,0.78125,,1.04203200340271,,
25,,9099,,,,0.6796875,,1.2173781394958496,,
25,,9149,,,,0.7265625,,1.0865654945373535,,
25,,9151,,,,,,,0.7193999886512756,1.113713026046753
25,,9151,,,0.7233333587646484,,1.110271692276001,,,
,2.955195934094537e-05,9152,,,,,,,,
26,,9199,,,,0.65625,,1.1422903537750244,,
26,,9249,,,,0.7734375,,1.000693440437317,,
26,,9299,,,,0.7890625,,1.0072427988052368,,
26,,9349,,,,0.75,,1.0645495653152466,,
26,,9399,,,,0.7578125,,1.069878101348877,,
26,,9449,,,,0.734375,,1.0280683040618896,,
26,,9499,,,,0.8125,,0.9789983034133911,,
26,,9503,,,,,,,0.7275999784469604,1.1015375852584839
26,,9503,,,0.7283777594566345,,1.097876787185669,,,
,1.7294524633839014e-05,9504,,,,,,,,
27,,9549,,,,0.7265625,,1.1003201007843018,,
27,,9599,,,,0.6875,,1.1414231061935425,,
27,,9649,,,,0.7265625,,1.1183419227600098,,
27,,9699,,,,0.7109375,,1.1248016357421875,,
27,,9749,,,,0.7109375,,1.1083662509918213,,
27,,9799,,,,0.7421875,,1.1061725616455078,,
27,,9849,,,,0.7265625,,1.1474807262420654,,
27,,9855,,,,,,,0.7318000197410583,1.0923439264297485
27,,9855,,,0.7337333559989929,,1.0872318744659424,,,
,8.317050813874547e-06,9856,,,,,,,,
28,,9899,,,,0.765625,,1.0325416326522827,,
28,,9949,,,,0.734375,,1.0758411884307861,,
28,,9999,,,,0.7578125,,1.0304479598999023,,
28,,10049,,,,0.7734375,,1.0293456315994263,,
28,,10099,,,,0.6796875,,1.206699252128601,,
28,,10149,,,,0.7265625,,1.1545844078063965,,
28,,10199,,,,0.796875,,0.9979238510131836,,
28,,10207,,,,,,,0.7293999791145325,1.0909408330917358
28,,10207,,,0.7380222082138062,,1.0813452005386353,,,
,2.8405930810269197e-06,10208,,,,,,,,
29,,10249,,,,0.7265625,,1.1526679992675781,,
29,,10299,,,,0.7109375,,1.0915725231170654,,
29,,10349,,,,0.75,,1.074878215789795,,
29,,10399,,,,0.7734375,,1.066801905632019,,
29,,10449,,,,0.8359375,,0.9430601000785828,,
29,,10499,,,,0.828125,,0.9313310384750366,,
29,,10549,,,,0.78125,,1.0613796710968018,,
29,,10559,,,,,,,0.7310000061988831,1.089835286140442
29,,10559,,,0.7369555830955505,,1.0797994136810303,,,
,0.0003,10560,,,,,,,,
30,,10599,,,,0.6796875,,1.2538585662841797,,
30,,10649,,,,0.640625,,1.3480579853057861,,
30,,10699,,,,0.6796875,,1.1872683763504028,,
30,,10749,,,,0.671875,,1.2907729148864746,,
30,,10799,,,,0.65625,,1.2263336181640625,,
30,,10849,,,,0.7578125,,1.07710599899292,,
30,,10899,,,,0.6953125,,1.2280237674713135,,
30,,10911,,,,,,,0.6998000144958496,1.1691160202026367
30,,10911,,,0.6833333373069763,,1.1979206800460815,,,
,0.0002995391413931026,10912,,,,,,,,
31,,10949,,,,0.6015625,,1.3786351680755615,,
31,,10999,,,,0.671875,,1.2258625030517578,,
31,,11049,,,,0.6953125,,1.1088675260543823,,
31,,11099,,,,0.7109375,,1.1814651489257812,,
31,,11149,,,,0.71875,,1.1428632736206055,,
31,,11199,,,,0.6484375,,1.2351547479629517,,
31,,11249,,,,0.7578125,,1.173779010772705,,
31,,11263,,,,,,,0.676800012588501,1.1979647874832153
31,,11263,,,0.6818222403526306,,1.206020712852478,,,
,0.00029815940691897306,11264,,,,,,,,
32,,11299,,,,0.7109375,,1.1491591930389404,,
32,,11349,,,,0.671875,,1.202690601348877,,
32,,11399,,,,0.7421875,,1.1071250438690186,,
32,,11449,,,,0.65625,,1.2740397453308105,,
32,,11499,,,,0.671875,,1.1812074184417725,,
32,,11549,,,,0.6953125,,1.151834487915039,,
32,,11599,,,,0.6796875,,1.2095242738723755,,
32,,11615,,,,,,,0.6837999820709229,1.2068315744400024
32,,11615,,,0.6863333582878113,,1.1886298656463623,,,
,0.00029586930309945264,11616,,,,,,,,
33,,11649,,,,0.703125,,1.1719117164611816,,
33,,11699,,,,0.6875,,1.1756008863449097,,
33,,11749,,,,0.703125,,1.1693800687789917,,
33,,11799,,,,0.65625,,1.19358229637146,,
33,,11849,,,,0.6796875,,1.193175196647644,,
33,,11899,,,,0.640625,,1.2166697978973389,,
33,,11949,,,,0.6875,,1.2561848163604736,,
33,,11967,,,,,,,0.6836000084877014,1.1880676746368408
33,,11967,,,0.6899555325508118,,1.1846823692321777,,,
,0.0002926829491861254,11968,,,,,,,,
34,,11999,,,,0.71875,,1.1641366481781006,,
34,,12049,,,,0.734375,,1.1107759475708008,,
34,,12099,,,,0.78125,,1.0695255994796753,,
34,,12149,,,,0.7578125,,1.0006054639816284,,
34,,12199,,,,0.71875,,1.1524840593338013,,
34,,12249,,,,0.65625,,1.2652292251586914,,
34,,12299,,,,0.6796875,,1.1193912029266357,,
34,,12319,,,,,,,0.7017999887466431,1.161309003829956
34,,12319,,,0.6960444450378418,,1.1725997924804688,,,
,0.0002886199901104373,12320,,,,,,,,
35,,12349,,,,0.703125,,1.198135256767273,,
35,,12399,,,,0.71875,,1.106716275215149,,
35,,12449,,,,0.6875,,1.2023179531097412,,
35,,12499,,,,0.71875,,1.0511937141418457,,
35,,12549,,,,0.6171875,,1.303056001663208,,
35,,12599,,,,0.65625,,1.2410876750946045,,
35,,12649,,,,0.6796875,,1.2686928510665894,,
35,,12671,,,,,,,0.7020000219345093,1.1548199653625488
35,,12671,,,0.702488899230957,,1.1570950746536255,,,
,0.00028370547536616097,12672,,,,,,,,
36,,12699,,,,0.7265625,,1.1361113786697388,,
36,,12749,,,,0.7109375,,1.1597179174423218,,
36,,12799,,,,0.6796875,,1.2169392108917236,,
36,,12849,,,,0.6875,,1.1390063762664795,,
36,,12899,,,,0.6328125,,1.2022144794464111,,
36,,12949,,,,0.640625,,1.2807040214538574,,
36,,12999,,,,0.6953125,,1.2245128154754639,,
36,,13023,,,,,,,0.7131999731063843,1.1214910745620728
36,,13023,,,0.7083777785301208,,1.149596929550171,,,
,0.0002779697045709368,13024,,,,,,,,
37,,13049,,,,0.7890625,,1.0098528861999512,,
37,,13099,,,,0.7265625,,1.0744174718856812,,
37,,13149,,,,0.6875,,1.178539514541626,,
37,,13199,,,,0.7265625,,1.1402175426483154,,
37,,13249,,,,0.7109375,,1.1334080696105957,,
37,,13299,,,,0.703125,,1.1156361103057861,,
37,,13349,,,,0.6875,,1.183694839477539,,
37,,13375,,,,,,,0.7093999981880188,1.1328564882278442
37,,13375,,,0.7138444185256958,,1.1356717348098755,,,
,0.0002714480406590546,13376,,,,,,,,
38,,13399,,,,0.6953125,,1.1713497638702393,,
38,,13449,,,,0.7421875,,1.1709487438201904,,
38,,13499,,,,0.703125,,1.139764666557312,,
38,,13549,,,,0.734375,,1.0453358888626099,,
38,,13599,,,,0.6796875,,1.260063648223877,,
38,,13649,,,,0.75,,1.0617363452911377,,
38,,13699,,,,0.734375,,1.0635242462158203,,
38,,13727,,,,,,,0.7103999853134155,1.1301816701889038
38,,13727,,,0.7212666869163513,,1.1212341785430908,,,
,0.00026418069185720465,13728,,,,,,,,
39,,13749,,,,0.7421875,,1.0656859874725342,,
39,,13799,,,,0.8203125,,0.9591715335845947,,
39,,13849,,,,0.71875,,1.0743193626403809,,
39,,13899,,,,0.6875,,1.1288414001464844,,
39,,13949,,,,0.7265625,,1.127805471420288,,
39,,13999,,,,0.734375,,0.9979557991027832,,
39,,14049,,,,0.703125,,1.1468743085861206,,
39,,14079,,,,,,,0.7232000231742859,1.10477876663208
39,,14079,,,0.7224444150924683,,1.1121556758880615,,,
40,,14080,0.7361000180244446,1.092697262763977,,,,,,
