epoch,lr-AdamW,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
,1.200000000000002e-05,0,,,,,,,,
0,,49,,,,0.21875,,2.1530230045318604,,
0,,99,,,,0.21875,,2.064072608947754,,
0,,149,,,,0.2890625,,2.0811927318573,,
0,,199,,,,0.2734375,,1.9991375207901,,
0,,249,,,,0.3359375,,1.859412431716919,,
0,,299,,,,0.3125,,1.9493296146392822,,
0,,349,,,,0.3046875,,1.940307855606079,,
0,,351,,,,,,,0.31439998745918274,1.94747793674469
0,,351,,,0.2586444318294525,,2.0647380352020264,,,
,1.27889963544446e-05,352,,,,,,,,
1,,399,,,,0.3984375,,1.880362868309021,,
1,,449,,,,0.359375,,1.9591498374938965,,
1,,499,,,,0.234375,,1.9644988775253296,,
1,,549,,,,0.3515625,,1.9034233093261719,,
1,,599,,,,0.3125,,1.9147558212280273,,
1,,649,,,,0.3203125,,1.8961477279663086,,
1,,699,,,,0.34375,,1.9464191198349,,
1,,703,,,,,,,0.35019999742507935,1.8662668466567993
1,,703,,,0.3247111141681671,,1.9344661235809326,,,
,1.5147339372676468e-05,704,,,,,,,,
2,,749,,,,0.3203125,,1.92941415309906,,
2,,799,,,,0.375,,1.8516308069229126,,
2,,849,,,,0.375,,1.9512134790420532,,
2,,899,,,,0.3359375,,1.875072717666626,,
2,,949,,,,0.3828125,,1.8969193696975708,,
2,,999,,,,0.3359375,,1.913557529449463,,
2,,1049,,,,0.3203125,,1.846505045890808,,
2,,1055,,,,,,,0.373199999332428,1.8289090394973755
2,,1055,,,0.355777770280838,,1.8678014278411865,,,
,1.9049185665196908e-05,1056,,,,,,,,
3,,1099,,,,0.4296875,,1.8487979173660278,,
3,,1149,,,,0.3515625,,1.8208060264587402,,
3,,1199,,,,0.3203125,,1.9115815162658691,,
3,,1249,,,,0.3359375,,1.9517015218734741,,
3,,1299,,,,0.421875,,1.7643406391143799,,
3,,1349,,,,0.3515625,,1.8988151550292969,,
3,,1399,,,,0.390625,,1.918304443359375,,
3,,1407,,,,,,,0.3944000005722046,1.780595302581787
3,,1407,,,0.3790222108364105,,1.8209203481674194,,,
,2.4451777697278036e-05,1408,,,,,,,,
4,,1449,,,,0.4296875,,1.7972053289413452,,
4,,1499,,,,0.34375,,1.8315527439117432,,
4,,1549,,,,0.3984375,,1.7846548557281494,,
4,,1599,,,,0.3125,,1.7975736856460571,,
4,,1649,,,,0.4140625,,1.7520376443862915,,
4,,1699,,,,0.4296875,,1.7876238822937012,,
4,,1749,,,,0.40625,,1.739425778388977,,
4,,1759,,,,,,,0.4106000065803528,1.7439258098602295
4,,1759,,,0.3977999985218048,,1.7842425107955933,,,
,3.129591233811622e-05,1760,,,,,,,,
5,,1799,,,,0.3359375,,1.7691459655761719,,
5,,1849,,,,0.4375,,1.63654363155365,,
5,,1899,,,,0.4375,,1.7278270721435547,,
5,,1949,,,,0.421875,,1.7473660707473755,,
5,,1999,,,,0.4140625,,1.6935663223266602,,
5,,2049,,,,0.40625,,1.7089909315109253,,
5,,2099,,,,0.46875,,1.6934419870376587,,
5,,2111,,,,,,,0.4198000133037567,1.7416287660598755
5,,2111,,,0.4136222302913666,,1.7457102537155151,,,
,3.950658962547613e-05,2112,,,,,,,,
6,,2149,,,,0.4609375,,1.701034665107727,,
6,,2199,,,,0.4765625,,1.6554327011108398,,
6,,2249,,,,0.484375,,1.5962374210357666,,
6,,2299,,,,0.46875,,1.6456232070922852,,
6,,2349,,,,0.3984375,,1.7271933555603027,,
6,,2399,,,,0.484375,,1.81412935256958,,
6,,2449,,,,0.4296875,,1.7932721376419067,,
6,,2463,,,,,,,0.44760000705718994,1.6763525009155273
6,,2463,,,0.43193334341049194,,1.7095102071762085,,,
,4.899383463647923e-05,2464,,,,,,,,
7,,2499,,,,0.4765625,,1.689784049987793,,
7,,2549,,,,0.421875,,1.6317790746688843,,
7,,2599,,,,0.5,,1.6589744091033936,,
7,,2649,,,,0.421875,,1.7282167673110962,,
7,,2699,,,,0.4375,,1.7091161012649536,,
7,,2749,,,,0.421875,,1.746277928352356,,
7,,2799,,,,0.484375,,1.6242966651916504,,
7,,2815,,,,,,,0.4578000009059906,1.6596465110778809
7,,2815,,,0.4510444402694702,,1.6731276512145996,,,
,5.965368345824495e-05,2816,,,,,,,,
8,,2849,,,,0.5390625,,1.6745668649673462,,
8,,2899,,,,0.46875,,1.6291115283966064,,
8,,2949,,,,0.484375,,1.6570284366607666,,
8,,2999,,,,0.4609375,,1.7047821283340454,,
8,,3049,,,,0.4296875,,1.6826581954956055,,
8,,3099,,,,0.421875,,1.7268486022949219,,
8,,3149,,,,0.4296875,,1.6368088722229004,,
8,,3167,,,,,,,0.4803999960422516,1.609262228012085
8,,3167,,,0.4702666699886322,,1.6368428468704224,,,
,7.136932245383853e-05,3168,,,,,,,,
9,,3199,,,,0.484375,,1.5637444257736206,,
9,,3249,,,,0.4921875,,1.5334104299545288,,
9,,3299,,,,0.4375,,1.711112380027771,,
9,,3349,,,,0.4609375,,1.7193806171417236,,
9,,3399,,,,0.5703125,,1.4434456825256348,,
9,,3449,,,,0.5546875,,1.4934442043304443,,
9,,3499,,,,0.46875,,1.5999141931533813,,
9,,3519,,,,,,,0.5081999897956848,1.5643248558044434
9,,3519,,,0.49015554785728455,,1.5977436304092407,,,
,8.401236833912787e-05,3520,,,,,,,,
10,,3549,,,,0.515625,,1.5258080959320068,,
10,,3599,,,,0.5546875,,1.5344276428222656,,
10,,3649,,,,0.453125,,1.6791963577270508,,
10,,3699,,,,0.5859375,,1.5125609636306763,,
10,,3749,,,,0.484375,,1.591578483581543,,
10,,3799,,,,0.484375,,1.5788726806640625,,
10,,3849,,,,0.46875,,1.6242175102233887,,
10,,3871,,,,,,,0.5289999842643738,1.522728681564331
10,,3871,,,0.5057555437088013,,1.5678348541259766,,,
,9.744427504310507e-05,3872,,,,,,,,
11,,3899,,,,0.5234375,,1.6034425497055054,,
11,,3949,,,,0.546875,,1.4618033170700073,,
11,,3999,,,,0.453125,,1.7158985137939453,,
11,,4049,,,,0.5234375,,1.517096996307373,,
11,,4099,,,,0.515625,,1.5674262046813965,,
11,,4149,,,,0.46875,,1.611393928527832,,
11,,4199,,,,0.640625,,1.3774690628051758,,
11,,4223,,,,,,,0.5443999767303467,1.4958040714263916
11,,4223,,,0.5182889103889465,,1.5389659404754639,,,
,0.00011151785193489958,4224,,,,,,,,
12,,4249,,,,0.359375,,1.7346184253692627,,
12,,4299,,,,0.4921875,,1.6420785188674927,,
12,,4349,,,,0.5703125,,1.4288161993026733,,
12,,4399,,,,0.5,,1.5887867212295532,,
12,,4449,,,,0.5390625,,1.4439924955368042,,
12,,4499,,,,0.484375,,1.5408357381820679,,
12,,4549,,,,0.546875,,1.476413607597351,,
12,,4575,,,,,,,0.5297999978065491,1.5085574388504028
12,,4575,,,0.5385333299636841,,1.4996881484985352,,,
,0.0001260788767803223,4576,,,,,,,,
13,,4599,,,,0.578125,,1.4825962781906128,,
13,,4649,,,,0.4765625,,1.5273953676223755,,
13,,4699,,,,0.5625,,1.4573380947113037,,
13,,4749,,,,0.546875,,1.5247089862823486,,
13,,4799,,,,0.546875,,1.4596632719039917,,
13,,4849,,,,0.6015625,,1.4183018207550049,,
13,,4899,,,,0.546875,,1.5178298950195312,,
13,,4927,,,,,,,0.5465999841690063,1.474008321762085
13,,4927,,,0.5550444722175598,,1.4696619510650635,,,
,0.0001409677857527062,4928,,,,,,,,
14,,4949,,,,0.6015625,,1.2726627588272095,,
14,,4999,,,,0.4765625,,1.6144351959228516,,
14,,5049,,,,0.6171875,,1.3274108171463013,,
14,,5099,,,,0.4921875,,1.576578974723816,,
14,,5149,,,,0.5703125,,1.4726920127868652,,
14,,5199,,,,0.6484375,,1.2760305404663086,,
14,,5249,,,,0.6015625,,1.3631348609924316,,
14,,5279,,,,,,,0.5699999928474426,1.4455702304840088
14,,5279,,,0.5675777792930603,,1.4437164068222046,,,
,0.00015602142197842825,5280,,,,,,,,
15,,5299,,,,0.515625,,1.5421693325042725,,
15,,5349,,,,0.5234375,,1.5553817749023438,,
15,,5399,,,,0.5546875,,1.480546236038208,,
15,,5449,,,,0.5859375,,1.4046154022216797,,
15,,5499,,,,0.5546875,,1.4497449398040771,,
15,,5549,,,,0.6171875,,1.4228121042251587,,
15,,5599,,,,0.59375,,1.3244798183441162,,
15,,5631,,,,,,,0.5839999914169312,1.4055851697921753
15,,5631,,,0.5778889060020447,,1.4239751100540161,,,
,0.00017107482345605465,5632,,,,,,,,
16,,5649,,,,0.53125,,1.5391662120819092,,
16,,5699,,,,0.5703125,,1.4308669567108154,,
16,,5749,,,,0.5859375,,1.4172532558441162,,
16,,5799,,,,0.5,,1.5002647638320923,,
16,,5849,,,,0.5546875,,1.4611177444458008,,
16,,5899,,,,0.640625,,1.4256901741027832,,
16,,5949,,,,0.578125,,1.3700796365737915,,
16,,5983,,,,,,,0.5965999960899353,1.3776174783706665
16,,5983,,,0.5871111154556274,,1.404646873474121,,,
,0.0001859630307565878,5984,,,,,,,,
17,,5999,,,,0.4765625,,1.578711748123169,,
17,,6049,,,,0.6328125,,1.2708317041397095,,
17,,6099,,,,0.59375,,1.3872578144073486,,
17,,6149,,,,0.609375,,1.3226821422576904,,
17,,6199,,,,0.578125,,1.4488584995269775,,
17,,6249,,,,0.6015625,,1.3542712926864624,,
17,,6299,,,,0.59375,,1.4562923908233643,,
17,,6335,,,,,,,0.6003999710083008,1.3808915615081787
17,,6335,,,0.5987333059310913,,1.3800524473190308,,,
,0.00020052289469552282,6336,,,,,,,,
18,,6349,,,,0.6171875,,1.3320279121398926,,
18,,6399,,,,0.59375,,1.2744896411895752,,
18,,6449,,,,0.5703125,,1.4113825559616089,,
18,,6499,,,,0.6171875,,1.2965410947799683,,
18,,6549,,,,0.6328125,,1.215455412864685,,
18,,6599,,,,0.6796875,,1.1778947114944458,,
18,,6649,,,,0.578125,,1.4525812864303589,,
18,,6687,,,,,,,0.6169999837875366,1.3496218919754028
18,,6687,,,0.6046444177627563,,1.3607109785079956,,,
,0.0002145948641677344,6688,,,,,,,,
19,,6699,,,,0.6875,,1.2513096332550049,,
19,,6749,,,,0.59375,,1.3858230113983154,,
19,,6799,,,,0.6484375,,1.3291107416152954,,
19,,6849,,,,0.5859375,,1.445785641670227,,
19,,6899,,,,0.6015625,,1.336836576461792,,
19,,6949,,,,0.578125,,1.3626646995544434,,
19,,6999,,,,0.6640625,,1.3052414655685425,,
19,,7039,,,,,,,0.6223999857902527,1.336788535118103
19,,7039,,,0.6151999831199646,,1.3446886539459229,,,
,0.00022802473455359163,7040,,,,,,,,
20,,7049,,,,0.5546875,,1.4127811193466187,,
20,,7099,,,,0.640625,,1.3219821453094482,,
20,,7149,,,,0.6484375,,1.3421870470046997,,
20,,7199,,,,0.59375,,1.3662910461425781,,
20,,7249,,,,0.6015625,,1.393118143081665,,
20,,7299,,,,0.671875,,1.237576961517334,,
20,,7349,,,,0.59375,,1.3370407819747925,,
20,,7391,,,,,,,0.6263999938964844,1.3259304761886597
20,,7391,,,0.6255999803543091,,1.3256559371948242,,,
,0.0002406653375367737,7392,,,,,,,,
21,,7399,,,,0.6328125,,1.3525383472442627,,
21,,7449,,,,0.609375,,1.2444145679473877,,
21,,7499,,,,0.578125,,1.3112614154815674,,
21,,7549,,,,0.546875,,1.559482216835022,,
21,,7599,,,,0.65625,,1.2260234355926514,,
21,,7649,,,,0.703125,,1.228751301765442,,
21,,7699,,,,0.515625,,1.4894343614578247,,
21,,7743,,,,,,,0.6438000202178955,1.2801263332366943
21,,7743,,,0.6318666934967041,,1.3090097904205322,,,
,0.0002523781538162843,7744,,,,,,,,
